made,shot_x,shot_y,shooter_velocity_ft_sec,shooter_velocity_angle,dribbles_before,defender_distance,defender_angle,defender_velocity_ft_sec,defender_velocity_angle
0,-1.697937622,-0.900773889,7.289241126,175.035795,0,2.807651014,-49.65027431,4.256940859,-15.6444511
1,-2.633877944,10.90373195,1.78161737,159.2514352,0,3.75959114,36.57049311,8.916536734,-94.72606196
1,11.76250095,23.09955257,0.760486976,55.03513225,0,7.194906342,7.551588774,11.80286292,-28.72228262
1,-4.900165154,3.384972493,11.99584182,8.463796835,10,3.747290629,153.5383159,6.904515751,-11.05722832
1,-4.330395775,5.493592473,12,-57.59119296,7,3.175568033,-27.33538979,5.986663201,90.09349792
0,5.563983298,1.561043967,10.296571,36.73336131,6,2.731102289,107.2730523,7.040466347,-14.61380655
1,-5.374857512,0.441340433,5.171467886,-62.60446367,2,2.568213774,-19.20091919,3.85544674,92.16693858
0,10.72740976,27.56048827,3.621948156,13.09965168,2,2.828712223,41.22473919,4.79555652,62.6909569
0,0.029869957,-0.065300502,8.027667614,-108.1475018,2,2.177209497,-89.37453639,6.329385565,11.977522
1,-2.913657943,4.138191686,9.526862457,32.70638189,4,1.961782146,-147.107123,7.570448315,25.09914082
1,-4.100981169,24.84178931,4.969102459,80.82358546,0,4.195218366,115.0435957,12,38.21017602
0,14.59207381,20.56722685,0.395438199,7.98016532,0,15.59781032,30.87807863,5.58105207,58.43903553
0,-1.399558201,27.11236587,3.141575574,31.57597347,1,3.967874564,68.09966251,8.803390452,-36.908991
1,-8.198057501,14.80856832,3.640454342,124.0416176,16,3.712395185,-29.61090394,6.417842854,-4.429826615
1,16.99050948,12.89468299,1.839785929,-166.6420258,0,11.12068975,10.32287467,9.720119549,-12.20590971
0,-23.15959588,0.476335747,3.24456576,14.8400494,0,3.736801745,52.14405171,2.717735313,16.91654011
0,17.27395573,18.08370401,3.187881124,-19.93496669,4,2.209969271,-30.80943931,10.90652375,40.40217505
0,-18.00570873,16.84473985,0,-20.6844418,0,11.87203563,-3.740633615,10.27497108,-6.382167654
1,1.749140156,-1.111128163,7.224402479,-10.32984732,0,2.007348511,-146.598852,5.121626053,-16.16098654
1,-14.64945074,20.94781364,0.894234938,16.09322812,0,4.192299769,6.928246306,10.43559253,44.18836892
1,-15.29507161,13.3967431,0,71.43291156,0,6.645480357,22.72794323,11.31289695,-0.685501288
1,18.15444491,16.47965064,0.651592632,-54.10159919,5,3.653372526,-16.45543857,6.383320597,17.95903379
0,4.834067999,2.507999211,3.395174275,-111.6792128,1,2.293576117,-56.01780796,2.416579771,-34.49346132
0,22.80618715,0.705770538,1.100218864,88.4286064,0,5.391178943,24.76286617,10.28820544,-41.86728483
1,6.052747883,5.344683755,4.13133961,-113.342264,5,1.116561495,-52.52735675,2.670154404,-55.43257898
0,18.11819768,15.16834635,12,-54.4185451,8,0.72309095,33.08683146,11.51593301,163.774992
1,-2.370084756,26.01032917,2.010404015,10.10636521,0,7.958658344,54.56722791,5.654985384,41.13749844
1,-3.243559118,-0.949602529,4.8531537,-7.321569818,0,2.291156464,132.3284684,8.100946092,-55.58363423
0,-2.670121438,20.4866027,1.566855077,-49.65398239,1,4.445549495,-25.51293392,6.034652918,61.52296738
0,-3.717215392,-0.776360871,2.98448818,-149.7302327,1,2.14473246,-36.61215431,6.551974231,48.58127899
0,10.8723528,21.64311058,0.38489548,142.020413,1,8.028535583,3.729310117,10.23552464,19.1297936
1,5.046727864,58.89376386,12,103.0098287,0,1.571734147,-37.21335118,12,-96.66146752
1,-1.777954836,7.332620646,5.977085499,-46.53961324,1,5.114189985,0.986372183,10.93767543,152.0864421
0,-3.058265855,3.226830518,7.238076421,89.60659438,2,2.682915,25.35817202,6.928396115,-74.66219799
1,-0.923554063,4.674199601,9.542931809,-6.047926057,0,1.914559077,110.6185409,9.098126663,-166.1387058
1,2.485448006,0.637925148,6.138422401,-27.62806531,0,4.171124126,141.4383451,1.649159666,55.20953075
1,-3.788021072,6.990760777,2.655798191,102.6840441,3,3.024103099,-6.6642383,2.723495337,-54.71133217
0,1.703909716,9.605382139,3.918015,-138.5062885,2,1.793721679,24.63077619,5.302591251,-6.291006368
0,-9.910133678,22.42778761,3.120769922,-14.90840574,0,5.106789088,-5.301227358,5.385755606,0.70302379
0,3.326388088,0.883885242,6.571186822,172.3717415,0,1.111467868,-52.07480718,11.01356519,-33.9582883
1,3.250366198,3.912242735,0.108700665,123.2047252,0,2.355368018,-80.2476406,3.717382447,130.1674411
1,2.119465526,1.265101528,4.339217061,-11.91945399,0,1.698286569,166.3781891,7.769073699,136.2823548
1,-2.613897534,0.356380725,10.66540295,-129.5006718,7,1.71878978,-65.46261078,7.660547316,6.992852283
1,-0.847303639,0.490233449,7.585062159,88.0672074,5,3.367271757,139.6718076,7.303904674,90.1686678
0,-0.877320925,7.227449104,12,-5.644852777,5,2.771329172,7.143500746,6.905048451,-176.1513207
0,-18.44452101,14.86379023,2.329715707,152.5261012,8,5.835774201,35.95129032,0,81.83452347
0,-21.58049658,0.745930459,0,89.93815567,0,18.16612126,-28.67077139,0,116.0111449
0,-22.923592,2.373855864,0.881677312,38.36483766,0,8.14335114,-30.95031355,12,-24.57743382
0,-23.97115877,15.13428616,6.107612899,85.0839202,0,2.781447759,17.00853303,8.560171956,-110.0294648
1,-0.633910256,1.797263556,1.322729613,92.34143608,0,2.341387438,-76.86913453,3.537894538,157.8211889
0,-20.78958534,28.34313211,12,-74.15406222,2,3.057864769,-57.03700525,11.52244032,52.72416442
0,-9.590267336,23.11195281,2.199642267,-75.64437833,1,2.424095816,-47.03972526,8.438551765,39.98023856
0,11.08922653,13.62274655,1.619967715,9.951517826,1,3.768344603,-3.54594767,0.334770916,-36.55255393
1,-9.933742521,11.71973607,4.123164525,63.4197627,0,1.843038415,67.4261884,4.753568335,-20.59581391
1,-17.49915795,18.78640622,0.656515769,5.865138095,0,15.91750661,5.534005998,4.948340366,1.080325572
0,-3.639230655,1.00001773,10.36685638,-154.7942817,1,4.458513197,-10.62363072,3.145502431,-34.66222865
1,-22.60485499,1.734639752,2.768749964,104.7180221,1,8.418800536,12.8307116,10.6077879,12.96977023
0,8.526033679,0.278668333,5.108430222,-149.1691874,1,1.951164991,2.107767697,2.649950671,37.1945157
1,-5.55629256,0.099930103,12,-103.815946,4,5.678052324,-39.96623603,7.959154367,55.57289014
0,-2.899052113,58.09074746,5.313144863,177.9664043,0,5.676201961,20.39198353,8.313717891,39.84424438
1,-5.336114207,5.865729823,11.90515062,13.52425279,2,1.786131093,5.20963468,12,-160.7913163
1,1.241999277,6.808137295,8.318798886,51.9356768,1,2.374767003,29.06819873,9.254865577,-57.10168079
0,-4.909026836,23.87807288,0.917115831,27.73875059,17,5.676423607,14.55653679,5.079315749,-4.612823636
1,0.224823017,23.95533735,1.69110956,17.56313256,0,13.99874256,-19.73325528,6.812457502,65.00692566
0,-10.29880846,24.38385797,1.772149838,-79.33571738,1,1.531623516,29.47854359,7.023105701,71.20937693
1,-0.203167854,1.965357608,12,49.51157141,1,2.951103564,96.73988046,12,-42.07774992
0,21.11115797,2.460694332,2.519241933,-66.82456908,5,7.989074763,-78.00526511,10.96042599,16.851527
0,4.587766688,7.706620424,12,72.39340807,7,2.651738994,17.72802076,1.780521276,-120.1833789
1,-15.65041339,22.68845141,2.493874286,27.19041075,2,5.812536404,8.469549378,7.720019741,5.474159824
1,-1.089419348,17.89175806,1.713664488,103.0137328,0,8.252313578,17.99266973,7.530715261,-35.38906501
1,14.74249617,7.283705666,3.726550484,117.5949399,0,7.557782639,123.1329985,0,160.0745404
1,-7.327114898,5.796961917,1.941875716,-109.0682398,0,3.236302327,27.63259889,12,18.09402866
0,-21.66544043,3.825113107,5.769301872,112.1261816,0,4.863551763,22.62221136,10.87706938,-56.08728182
1,15.27641347,3.777563245,2.197900016,-164.6953779,1,8.193152292,-7.860903665,7.784738141,7.520103589
0,0.701695636,1.618324985,9.221363814,43.97657233,0,1.854607965,96.13092342,4.539042905,-13.32554585
0,14.64474544,20.28705026,3.631496859,-20.1165364,0,9.80714957,-9.611248483,6.021442323,180
0,-18.20508079,18.46246671,0,-29.84415827,0,5.578294599,-13.82801942,3.735343156,-0.072777981
0,-22.10731892,2.006763547,0,129.6130487,0,0,0.116756512,2.347040048,8.208505262
0,-9.876876981,24.1952791,3.053529595,80.20863504,7,8.449190545,48.30779086,5.038000266,86.83822975
0,-3.152052171,3.131244851,1.292266946,-10.28954697,1,4.198188989,156.7480518,5.098017738,-89.58922022
0,22.14543124,30.75763272,11.65097485,44.38653721,1,8.679538891,45.17518596,12,-87.44596111
1,4.779109203,0.822325833,12,-7.257596156,4,4.481962761,-36.07107884,7.932856035,6.963150613
1,4.923846473,7.635543009,3.977712663,-86.11750856,5,3.710881134,-4.500673062,4.831841386,99.59696484
1,-21.36163443,4.859658607,7.8130903,-2.208254769,0,2.866679816,-3.68852082,3.23835719,3.700710543
1,-16.79582961,-0.900257157,6.164693707,169.1558046,1,2.763348824,-0.086190441,6.672652956,-49.56830413
0,6.762855649,26.15141623,4.374592197,-7.803637959,4,2.701147075,-13.33567718,3.657752252,62.07228828
1,-18.10108099,15.25737306,2.182489394,166.4977875,8,5.516668883,2.604547459,6.972601163,-23.78666865
1,0.356347091,4.629517265,5.586522888,124.3899909,2,1.780618121,7.94454867,4.364011435,-62.40891435
0,3.765078379,7.53727763,5.83147409,35.51634605,3,1.856774628,4.14165101,9.311762854,-145.9561954
0,6.942148401,15.90954519,0.328726648,143.2382383,0,6.652550388,-16.09554114,10.00725736,-12.66209424
0,7.985321983,23.91573981,2.488379193,38.21772659,0,4.617685308,-33.8515757,1.818100416,-116.6000074
0,-4.682695131,4.738436552,8.998165459,63.03970301,10,0,-157.1246179,10.17378335,80.39187528
0,-6.390584654,10.54759808,3.725364227,-21.64350673,6,1.679900202,-94.75463931,7.514954936,90.2119842
0,-2.692195987,5.433307702,5.856697521,-6.245125377,0,2.181233969,-23.95287764,9.879113892,74.04667813
0,6.838111926,16.24914867,0.216585577,32.05823316,0,3.575348186,-1.743882937,7.097835283,8.311789732
0,10.10278016,5.995427908,10.77551143,-50.34828696,9,5.829045673,135.4584245,3.161926879,-104.0980981
0,-10.28156124,4.387410231,12,3.243724471,4,3.376880696,32.41314243,12,-180
0,-3.958296119,24.20265981,1.548076916,-89.57185057,4,5.0517549,-5.805587337,3.455294474,-22.95361788
0,22.34429736,1.052917623,7.150670558,134.6956006,0,4.741812078,-175.2090235,4.414166046,106.0455289
1,-0.724184339,5.915327076,12,-31.59464137,2,4.092132267,-146.8294493,12,23.49583093
1,14.02240039,11.79905047,2.628659092,18.65263188,2,4.023377498,128.8589529,6.784825628,-21.41744831
0,-8.111395141,61.16739335,10.61626017,-30.36326911,0,12.65833234,165.35478,4.155173138,16.62531871
0,2.10125661,40.70948264,12,1.538080845,2,4.606193721,-83.41335859,12,89.20346429
0,-12.09276874,7.946195911,6.243943165,119.0057452,5,6.174762895,-81.66504136,2.523041588,106.5402566
0,-10.95653256,23.37174529,0.217775696,82.75419949,0,3.869914827,-3.27079664,1.637311261,-156.3439705
1,-1.885850958,2.355058762,7.457477338,41.59445648,6,5.258981251,-103.5705204,11.70476896,169.8914558
0,-0.061578949,2.267418507,4.290202412,-42.63630226,0,1.415536485,53.76089365,6.750978455,-35.54232681
0,-12.33137297,20.94361679,2.251699973,-74.65762552,6,3.819739455,-17.1223346,4.142041409,8.30012362
1,-9.147624748,16.5226291,1.183280932,7.645782287,2,5.854635105,-18.88513363,5.507844861,23.0587032
0,-0.924959312,0.743921989,2.862980762,-83.21850727,0,2.828890822,33.4348892,2.611397838,-46.37033329
1,20.42201437,16.91723713,3.719250687,-28.12294683,3,1.508093224,32.32304483,5.504009083,135.491607
0,-16.57058327,18.38749405,2.390538422,53.36627562,0,1.443348928,34.05791365,7.887040477,-75.62676515
0,-4.130554047,1.456581693,11.24509688,-51.47169372,9,0,-76.7280259,8.814392634,33.42217542
0,0.829319651,2.958125815,6.362145782,-46.11094961,0,1.449695914,128.6193827,0.901792028,-31.40339669
1,0.961415041,20.15405837,1.986892614,-157.0699536,1,4.525622527,5.614739163,3.889927321,-29.95043237
1,2.782055362,5.25328032,7.024804566,-43.63743507,8,3.165988426,-23.86901851,6.31231627,102.3753486
1,2.37684451,1.791480276,4.04448057,-106.1137844,0,1.913251262,-34.61882111,6.851338488,7.257444556
1,-2.292347469,3.442392909,12,-13.90330369,6,0.341302429,-158.283701,12,4.795256595
0,-22.89605149,1.508570003,0,-22.61730638,0,4.148623707,-16.99321304,4.551420836,-10.65001075
0,-6.715490021,13.58496346,3.311192547,-174.1868459,1,4.178652024,2.262066993,6.463868212,-29.7701647
0,17.8220176,0.046811788,1.117168338,-55.90086882,0,11.10663429,-16.38657466,2.045583793,68.41292698
0,15.94387493,33.37329621,5.751511457,-6.090624023,0,4.182202166,12.3949573,8.656751001,-68.38397831
0,7.428435642,8.386857899,6.49179803,131.9134726,1,3.228908625,13.43842906,4.440006871,-31.46213467
0,-4.292969246,0.521500629,12,1.787618932,5,3.434575181,16.66278413,12,-160.0114513
0,-1.812360034,14.04683771,4.487678209,-176.1187441,0,8.19999424,10.35527304,4.822521746,-75.35816592
1,-1.91894852,1.991733623,12,20.24818921,1,5.118173027,34.34005446,0.913202539,-49.92016204
1,-15.75000803,11.30414151,3.279966517,-168.6009852,0,3.560145472,15.53114015,1.512139198,-8.723306033
1,4.124801267,0.878202664,11.95469729,-28.37361588,4,10.23013041,-118.0605617,12,4.461919148
1,-3.743562131,2.042431313,12,-42.63816676,0,4.543579219,-71.87686109,5.487939783,37.30486671
0,-18.40645323,2.378976793,3.63144054,117.4793485,17,3.242827109,45.01696294,7.092570464,-19.26585199
0,21.84934884,3.016238599,0.746137531,100.8338546,1,4.530129374,-25.52328422,6.801495862,-37.25210995
0,3.145862721,1.229668003,12,-34.00911788,4,4.967160377,-102.6884259,10.84930079,22.27973299
1,9.246756675,11.03661444,2.025396883,160.755705,3,3.553256539,23.33901281,6.496208957,-26.55918121
0,17.52478137,17.60027413,4.028494105,-43.7622391,5,3.783805626,-120.9129263,10.1283557,34.94514084
0,-1.559802486,6.146387464,10.66447799,50.73374037,0,1.417470462,31.71608779,4.373255308,-47.07329244
0,-3.110650638,24.10485872,2.367913772,17.33357533,4,5.466276175,21.27263527,8.449465861,-4.913705133
1,-12.13546658,1.628423936,1.936656869,139.7929419,8,4.088838666,14.5091997,3.86419393,-40.47881066
0,-3.463892885,1.164374221,12,-25.1296103,1,2.843081174,-135.1321045,10.04323567,17.29316368
0,-1.131446154,4.887188636,9.435446289,21.45110432,2,2.200555222,89.43327029,10.56431741,-63.36056566
0,-3.783273035,8.451499076,8.785664618,-88.31576204,1,0.560691978,9.442180642,9.678523893,103.9426196
0,-5.224410976,70.30865865,12,19.77986951,2,4.369742387,124.28032,12,-67.18839129
1,18.14825949,17.02479554,0,30.45385301,2,10.86369791,81.29187691,5.042666513,-8.042821283
0,-14.52423324,25.86020935,2.907498086,26.89997524,1,4.998772057,17.35869333,8.601214901,-36.98362116
1,5.905707543,4.551912212,6.725570546,110.8853994,0,4.16707366,-123.7085281,12,8.694230471
1,14.89750876,16.89264165,0.911951812,5.023939982,2,4.528257096,8.930267332,4.391543023,-70.26814867
0,7.941346848,14.52293575,4.940224709,3.411039259,11,0.887582241,-125.306871,11.63945996,25.91074193
0,5.083959973,8.844386291,3.604416313,60.03204362,1,7.677637364,-114.9954882,8.864306384,63.24979314
0,-5.496920435,17.73446244,1.292224161,111.912886,0,8.645880681,-13.17909856,7.037006769,51.68056
1,-1.233514895,1.621494848,9.568540445,62.3640842,0,4.583006965,46.00149772,12,-107.7535727
1,-3.068656841,19.30174056,2.492071272,83.5206581,2,4.375313295,13.28790004,5.030006671,-103.0339406
0,-14.22922909,12.04557451,5.091632222,129.607458,0,3.275479928,76.23395281,10.52278191,2.813837842
0,11.69622207,21.4676168,1.163974425,-86.63641469,6,4.330621159,-0.257119279,5.054577954,8.446250117
1,-0.872262375,-0.763168751,1.598969285,-176.8930334,0,0.419028342,-6.194997954,4.711091964,37.4740807
1,-3.002605715,-0.023367187,3.716478189,15.38779568,0,1.340677096,169.0427482,7.355359713,-110.6771251
0,-11.08868278,22.6866928,0,-77.1086372,0,6.171783012,-71.87586497,12,12.15215374
1,-10.09873643,24.11662272,1.34447453,16.86528354,0,12.47208863,22.2603267,12,-6.345908455
0,14.33468731,3.319319488,2.890996135,-91.63468248,0,7.336852964,-19.46344385,6.730974102,51.60516301
1,-23.45779746,2.251132799,1.22205401,3.465618115,0,3.322374179,-0.215358375,7.23714605,-0.200781367
0,-2.418426803,24.87474509,0.205733652,-49.41343576,1,7.154301953,-4.945632149,11.44909521,42.80259598
0,-15.94420275,15.04080652,0.3870292,5.376200852,4,5.202719206,-56.39273765,6.949210427,15.38856149
0,8.781985805,7.055422241,4.958236456,-124.0597627,1,1.489986364,-17.95516062,4.180126736,-4.350474815
0,-6.632802452,2.331248106,2.269920988,-106.1655722,0,4.797764625,2.386793475,5.659807668,-10.89095553
0,-8.877428185,27.10980244,0,87.97477905,0,10.06211109,37.34360056,5.133194027,20.39368133
1,2.225963711,2.341716563,7.090463927,30.35867105,0,1.165991732,116.5481178,3.333983964,-53.92478441
1,7.950373269,27.8695465,3.066857673,-19.35286234,3,4.831891301,47.89189207,12,125.6168502
0,0.419152362,19.42593934,1.463268644,-91.68558881,3,8.033451839,-9.439479842,12,52.74831272
0,-15.29165503,19.77341869,1.820445883,-5.686103773,15,5.599298321,-2.730086105,2.151399232,32.50453111
1,-0.391188643,5.570876346,10.84785764,13.82503302,5,5.671857871,58.04625976,10.67689795,-142.0574797
0,-4.983831379,4.882371199,10.96553454,19.15877087,5,1.736122243,157.016736,7.884044549,-41.70771611
0,21.99264076,9.374551657,5.558509796,29.70787134,0,2.836436131,37.9709063,6.272412057,-36.76443264
0,-17.19213821,39.94867193,8.040753516,-99.77821124,0,5.21379431,160.1341986,5.48705231,-155.0625723
1,12.80302079,15.83945711,1.148256088,-40.24883865,1,1.306290544,129.9023479,5.096470915,-107.5325436
0,0.199339633,7.312216747,9.014033054,-41.90305279,6,2.612382267,-78.80928546,12,28.51160009
0,-5.920711931,22.67068722,1.783233267,62.36947654,2,5.506567001,-5.274031006,8.021930696,-6.310066209
0,-23.47600592,-2.288056878,0,-24.13690152,0,6.701096352,-18.73858599,3.037172666,-3.998633852
1,0.680398864,21.34099245,1.219889031,21.60891222,0,8.638062175,28.44880136,10.97003163,0.644577722
0,0.605477015,20.18957945,0.363246378,23.68655513,0,6.202508081,6.390305833,12,33.61964189
0,-4.882998692,23.80351155,4.583137528,9.829106125,7,1.764763034,113.2558027,3.599543708,6.815125905
1,-9.667840466,16.88256425,0.374793829,-23.35972281,0,6.95060042,7.214475858,9.24821652,10.2066394
0,3.37214276,3.544518059,10.26010275,-46.61818301,1,0.588011487,-62.46401633,9.364431571,51.74578784
1,7.544260942,0.198072327,0.686103966,-92.49053531,0,2.341292882,-35.04425035,2.363930142,44.52023056
1,22.69480831,7.770095244,2.150063996,38.30077726,0,6.37926971,18.64301346,3.68278131,17.22150523
0,7.614301986,29.28609939,5.319911932,15.20165639,4,2.895329055,35.7092914,7.236138761,7.255927523
0,3.570562734,3.937159451,3.025827092,166.0689493,0,4.417317687,-1.269501092,1.056943713,-59.39498073
1,-19.5781435,0.158961399,2.494222102,-44.33219941,4,12.26845474,-11.50841916,5.468877039,-156.1053053
0,0.198522273,29.51121003,3.701347311,-19.97545404,3,3.30501395,0.489178034,1.996718106,102.6554818
0,-22.94235763,-0.03311904,1.739196092,-29.10624796,0,7.205476807,-50.00941311,10.26702352,-25.49258197
0,19.15322669,18.49330751,2.674368894,-116.8852951,1,2.259750904,-25.83614068,4.943916178,35.12218013
0,-7.462647429,21.19848627,0,26.06689484,0,5.929965128,-6.928993547,3.6359611,0.034431334
0,-19.01742954,18.16087099,0.45422227,99.54514415,0,7.241224464,-7.829275945,6.098520929,-41.39555923
0,19.68807472,19.67981712,2.087606207,-17.98634294,0,1.504055403,-31.16539937,7.142858105,62.41845612
1,-14.78793351,22.75604481,4.449283119,-17.74277884,0,3.17143717,-20.34395539,8.970854604,71.21400261
0,-21.43860913,2.04241452,1.52987149,33.04636119,2,4.878378906,-19.23032538,6.529939125,-40.31812972
1,-8.54E-04,2.466060367,10.54148639,-27.72710022,0,3.379239021,124.124089,1.61467247,37.89907465
0,-14.26855549,14.41176647,0.827430003,-113.3882971,9,2.70483887,-48.36313216,9.671970776,18.40310428
0,4.33349234,0.647407868,6.839918155,65.501399,9,1.441362083,131.3464692,11.53334552,18.9722079
0,5.255383069,4.704971632,5.645160671,44.23114863,7,1.105831412,25.65207122,6.735096574,-103.6852954
0,-3.726505923,2.645424315,2.140047345,-19.67907941,0,1.605955729,22.78148867,5.186852542,127.2085272
0,1.035127462,63.31491764,12,-2.96548072,2,11.85567274,19.46406645,4.324329542,-28.60890996
0,0.373266948,2.86756673,2.135229424,65.37995832,0,1.62703299,24.01263239,3.851196387,95.4633584
1,-2.788207391,-0.590567742,6.535608639,-137.104935,0,1.422635328,-101.6778974,0.374454047,-61.33411546
1,-7.961618764,11.23630146,12,0.943248625,28,0.500411827,61.76237067,12,-122.5345906
1,-23.89338864,0.328306154,0.854509298,-10.65691089,0,8.505606113,27.18371478,8.596628738,-28.28064337
0,3.196851578,0.684403814,3.119339239,7.134976784,0,0.979928874,11.95203133,4.86418258,10.872127
0,-8.26494891,25.30956523,4.399386879,-29.27571244,0,4.267360447,-77.4217766,12,24.12048323
0,21.15623423,5.230704946,2.79580504,-58.11807381,0,3.285358392,-11.18467758,1.638154474,-125.968056
1,-3.416349855,9.752380615,8.430363651,54.86046179,1,6.755056576,64.07688805,12,-85.40429553
1,2.970453991,22.34918117,12,-14.13974902,1,4.431482643,-2.051476958,12,95.76142795
0,8.639795139,5.292912855,6.155492855,-168.1741979,0,5.894223067,4.718152215,7.500194339,3.805270235
1,-3.607431267,5.852246447,9.026375178,-62.55737962,1,1.701322343,-38.24989921,11.99383922,58.82230439
0,13.89559277,8.602180283,8.636245554,-18.94044006,1,0.489244774,97.33093364,8.884413229,-90.54057859
1,5.35950116,2.843867472,12,-24.04494043,5,1.122856293,-120.7717437,11.41910607,25.83111631
0,22.59763053,3.172120084,2.346530904,-11.48624311,0,9.724151459,32.68912157,12,-17.88141185
0,-3.619071369,1.276919555,4.571932585,-75.79038989,1,1.135364114,38.87139161,7.154132273,169.3695441
0,1.681180193,15.08120003,0.603518909,-84.52156943,0,9.291605994,-21.66216765,12,-145.3172097
0,-21.17472501,52.76788992,11.51731088,-18.95398167,1,10.14202108,-119.325692,10.51668049,44.78019606
0,-2.728990658,0.626850381,0.911833348,-6.559219365,0,1.257195095,-82.99613782,0,31.61576788
0,-23.2728863,-0.527107471,0.138173736,119.5345831,0,5.090020949,21.80796698,12,19.17189966
0,-0.532104543,4.653572886,7.166198249,-59.2524584,0,1.16426311,-9.386624064,2.996178367,150.3064669
0,1.015738755,0.861258921,4.000424949,51.96756512,0,1.088871169,109.6040236,8.504172976,-76.17699559
1,-10.36960469,23.09255902,3.569875613,61.0437666,15,6.988936389,-7.910753662,1.968990832,-0.436895328
0,-1.721871886,57.8009339,11.21125754,-179.0689283,0,3.028758004,-29.98233095,12,-33.45124415
1,4.467173385,3.308905559,3.69746519,-100.5425374,1,3.461961362,-11.6812801,3.592349987,46.31674597
1,16.8562618,6.789044443,2.473452035,57.27953972,0,9.938756894,-4.885510775,2.691531177,19.22731238
1,-3.054519588,0.064982014,12,-21.7663908,23,2.472637782,-135.1130963,11.39972544,-8.560180105
0,1.553363973,38.29480542,7.11021137,5.949136933,0,7.922830064,-1.286318782,5.505626872,124.2755393
1,-20.33163034,15.93797745,0.186059816,-36.01815684,0,5.885638655,8.441716932,8.809387376,5.574856072
0,12.51206405,3.194899623,3.923478348,164.2676193,0,5.77041284,19.18168585,1.587896835,16.29621245
1,-3.593436978,1.787812565,7.44915057,-56.57532915,6,0.883617872,-57.22531884,12,70.40952624
1,-3.404905653,0.247876391,5.872889535,52.76681932,3,3.73692017,27.5816227,4.014042743,-101.6112037
0,2.566077053,22.97113651,3.9704149,12.55493052,0,7.212962044,-53.44018097,4.251601825,35.85524113
0,-21.96837246,12.98479407,1.039661251,47.59161003,0,6.584288157,-16.95639084,4.844899048,-26.14940221
0,-12.32833162,-1.822869265,0.818702472,-76.46424876,2,4.637788775,-2.322756983,4.037843705,12.27473244
0,14.20689697,17.71933912,0.359950054,67.41540388,0,4.319189692,23.72635168,3.473069344,32.85093339
0,-8.412480806,5.403401682,8.906931421,-35.17063263,0,5.247194767,33.59912906,5.412963616,39.61690824
0,-19.60551714,17.87704356,2.228423474,28.1956871,8,3.690386064,116.2826512,3.652005471,-7.193340515
1,-17.09487776,4.036260927,1.815806087,46.3773314,0,4.850180109,-6.958856789,6.302145665,3.940988845
1,1.094018494,0.320287804,5.191304845,-53.34829111,0,4.130580265,-108.7213366,0.319947186,-34.36217451
1,0.529480702,1.749696052,9.35388973,81.84495143,0,1.897902851,-108.8759868,4.330800047,-0.494388807
0,-8.703311136,8.385873797,9.291994362,26.23808939,3,3.256169246,18.21050498,0.957749318,-108.3791805
0,-8.585668623,20.98686768,2.282458315,16.81154035,0,14.75496929,62.77253335,2.268793894,-29.26894478
0,11.17559497,22.03978315,0.732125026,27.75693084,8,5.991812884,-9.607608178,10.96338717,-15.84598312
1,0.203380689,0.44796456,2.101645126,31.77123893,0,3.600836715,-32.20176639,6.029850196,85.96954119
0,-0.075883067,4.442142791,2.254333334,71.5089392,0,3.825138397,-150.4859794,0.875557406,57.91769413
0,7.025181768,25.21397244,4.695481099,-43.72226143,0,3.629003567,15.43001237,4.870778092,33.92875365
0,-17.715571,-0.015505019,2.802247179,179.0542363,6,3.819769041,19.88451668,8.621760366,12.15000954
0,1.892863947,1.428227568,0,-139.8607033,1,1.109173131,-66.58061236,2.90156788,80.23421462
0,10.54436325,11.00008122,4.400518804,15.65115241,12,5.895309563,9.033431628,5.108697263,-45.82855939
1,22.19518731,2.275901853,6.738332592,115.1212407,0,14.19917296,-0.074091356,2.732683919,-146.2966121
1,1.982235588,1.686181601,9.814024773,78.48144678,1,1.348777363,31.51520611,10.38076184,-39.88320952
0,-6.231256004,23.56036726,2.297121662,25.27917942,21,6.672679373,22.01055044,7.012083042,-101.3787983
1,-18.26710271,16.51834219,3.087820293,57.92129889,4,7.07307516,20.28440119,10.11566929,-28.18933834
1,-20.15254311,12.2097529,0.386714124,42.27454883,0,11.38445626,-15.80075965,10.89443357,-25.8284155
0,-5.631833637,-1.974520056,12,155.2190038,0,3.425592934,-75.39030999,4.871446891,-0.884592801
1,-16.91814038,17.93862847,1.333709391,34.89525834,0,19.93524897,-26.60043373,2.781511561,-81.01063479
0,1.756995178,5.391734078,12,29.88294142,3,1.907578132,49.54159363,9.301577192,-74.67036186
1,1.06513934,1.613529975,2.094701087,-15.72943232,0,5.710333397,21.90580393,2.202456943,131.714313
1,8.199657331,23.38761363,1.236805736,72.4156605,0,2.820601744,5.609718025,5.382383718,8.349384147
0,-0.479765182,33.28768379,6.325094847,7.934445956,4,3.258926323,15.44797489,6.355720785,10.82972375
0,22.54083499,-2.419685224,1.556134289,8.420258994,0,4.769012291,13.40312786,9.050439404,-18.3430583
1,4.830233787,6.30391078,3.463984825,171.9339605,4,2.874443492,81.07895912,3.551851757,59.70919012
0,5.185937132,26.27815281,1.531181644,174.540419,9,3.840318959,-7.507780917,3.319025034,-6.53120987
0,-5.384333973,0.498280477,0,161.4102245,1,2.61867528,19.76077386,2.823822283,87.24845087
0,3.129971696,2.396735128,5.497102674,36.3625274,0,2.536880637,-18.753963,3.788446566,-151.8601076
